,total_pop,avg_age,pop_dens,eld_dep_ratio,total_house,ho_yr_001,ho_yr_002,ho_yr_003,ho_yr_004,ho_yr_005,ho_yr_006,ho_yr_007,ho_yr_008,ho_yr_009,ho_yr_010,ho_yr_011,ho_yr_012,ho_yr_999,ho_gb_001,ho_gb_002,ho_gb_003,ho_gb_004,ho_gb_005,ho_gb_006,ho_gb_999,total_corp,cp_bnu_001,cp_bnu_002,cp_bnu_003,cp_bnu_004,cp_bnu_005,cp_bnu_006,cp_bnu_007,cp_bnu_008,cp_bnu_009,cp_bnu_010,cp_bnu_011,cp_bnu_012,cp_bnu_013,cp_bnu_014,cp_bnu_015,cp_bnu_016,cp_bnu_017,cp_bnu_018,cp_bnu_019,cp_bnu_999,cp_bem_001,cp_bem_002,cp_bem_003,cp_bem_004,cp_bem_005,cp_bem_006,cp_bem_007,cp_bem_008,cp_bem_009,cp_bem_010,cp_bem_011,cp_bem_012,cp_bem_013,cp_bem_014,cp_bem_015,cp_bem_016,cp_bem_017,cp_bem_018,cp_bem_019,cp_bem_999
35012660040602,445,40.6,27314.5,106.8,136,,,,,136.0,,,,,,,,,,,136.0,,,,,10,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,5.0,,,,
35012660040603,476,36.7,48531.8,57.3,145,,,,,145.0,,,,,,,,,,,145.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
35012660040801,882,39.3,51145.3,70.6,264,,,264.0,,,,,,,,,,,,,264.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,6.0,,5.0,
35012660040901,474,32.2,50622.8,22.1,141,,,,,,,,,141.0,,,,,,,141.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,10.0,,,,,,,,
35012660040902,454,31.0,46355.0,7.6,139,,,,,,,,,139.0,,,,,,,139.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012660040903,495,30.9,53690.5,12.1,155,,,,,,,,,155.0,,,,,,,155.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012660041001,665,38.7,43952.8,84.6,240,,240.0,,,,,,,,,,,,,,211.0,29.0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
35012660041002,619,38.7,39557.2,78.6,238,,238.0,,,,,,,,,,,,,,238.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012660041101,496,39.6,37068.6,77.1,160,,,160.0,,,,,,,,,,,,,159.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
35012660041201,1,84.0,112.8,0.0,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012660041202,1,84.0,118.9,0.0,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012660041203,13,51.2,1599.0,0.0,7,,,,,,,,,,,,,,,7.0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012670010001,421,50.4,425.5,374.2,147,58.0,29.0,35.0,11.0,8.0,,,,,,,,,,142.0,,,5.0,9.0,,71,,,6.0,,,6.0,34.0,5.0,7.0,,,,,,,,,,5.0,,,,20.0,,,33.0,79.0,113.0,12.0,20.0,,,,,,12.0,17.0,,19.0,
35012670020001,218,38.7,478.5,62.2,56,9.0,7.0,8.0,,7.0,,,7.0,14.0,,,,,21.0,32.0,,,,,,44,,,5.0,,,,17.0,,,,,,,,,,,,7.0,,,,7.0,,,,81.0,6.0,,,,,7.0,,,10.0,12.0,46.0,18.0,
35012670020002,226,48.7,3619.4,304.3,33,11.0,,7.0,,,,,6.0,,,,,,,29.0,,,,5.0,,118,,,7.0,,,,42.0,,26.0,,,,,,,6.0,7.0,7.0,14.0,,,,14.0,,,,78.0,,64.0,,19.0,,,6.0,,15.0,168.0,12.0,23.0,
35012670020101,809,36.2,127667.4,41.8,281,,,281.0,,,,,,,,,,,,,281.0,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,
35012670020102,495,36.4,44709.2,45.2,168,,,168.0,,,,,,,,,,,,,168.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,
35012670020201,435,38.6,77924.4,70.5,152,,,152.0,,,,,,,,,,,,,151.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,
35012670020301,857,44.6,48129.4,210.1,411,,,,411.0,,,,,,,,,,,,411.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012670020401,510,38.7,83154.6,65.8,179,,,179.0,,,,,,,,,,,,,179.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,
35012670020402,683,38.5,68044.6,72.3,216,,,216.0,,,,,,,,,,,,,216.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,11.0,,,,,,,,
35012670020501,6,53.0,377.3,0.0,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012670020502,0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012670020601,0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012670030001,524,52.5,103.0,628.6,193,76.0,40.0,43.0,14.0,9.0,,,,,,,,,,191.0,,,,7.0,,76,,,12.0,,,19.0,31.0,5.0,,,,,,,,,,,,,,,105.0,,,197.0,117.0,12.0,,,9.0,,,,,22.0,,,10.0,
35012670040001,689,45.0,168.6,197.5,221,63.0,30.0,55.0,7.0,12.0,,,42.0,,7.0,,,,51.0,162.0,,,8.0,18.0,,214,,,30.0,,,16.0,62.0,13.0,29.0,,,7.0,,,,14.0,8.0,5.0,27.0,,,,134.0,,,63.0,176.0,43.0,108.0,,,8.0,9.0,,39.0,84.0,46.0,6.0,56.0,
35012670040101,503,29.0,55141.4,9.5,188,,,,,,,,,,,188.0,,,,,188.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012670040201,742,45.7,52219.9,214.8,515,,,515.0,,,,,,,,,,,,,515.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,11.0,,,
35012670040301,871,34.3,48128.2,22.3,252,,,,,252.0,,,,,,,,,,,252.0,,,,,13,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,7.0,5.0,,,,10.0,,,,5.0,,,11.0,
35012670040401,504,33.6,105895.1,28.4,198,,,,,,,,,,,,198.0,,,,198.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,
35012670040501,24,46.2,1559.5,250.0,6,,,,,,,,,,,,,,,6.0,,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012670040502,13,43.5,1187.0,100.0,9,,,,,,,,,,,,,,,9.0,,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012670040601,0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012670050001,438,53.8,78.1,525.8,187,80.0,17.0,67.0,13.0,,,,,,,,,,,187.0,,,,5.0,,17,5.0,,,,,,,,,,,,,,,,,,,,81.0,,18.0,,,20.0,,,,,,,,,,,,,,
35012670060001,217,49.3,225.7,572.7,80,19.0,29.0,19.0,5.0,,,,,,,,,,,78.0,,,,,,31,,,,,,,16.0,,,,,,,,,,,,,,,,11.0,,,,57.0,,9.0,,,,5.0,32.0,,,5.0,,,
35012670060002,579,55.4,124.0,775.0,222,86.0,32.0,68.0,10.0,14.0,,,,,,,,,,221.0,,,,11.0,,40,,,8.0,,,,14.0,,,,,,,,,,,,6.0,,,,21.0,,,,40.0,8.0,,,,,,28.0,,52.0,17.0,,8.0,
35012670060003,475,53.7,189.4,790.9,193,52.0,71.0,46.0,8.0,10.0,,,,,,,,,,190.0,,,,5.0,,7,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,13.0,,,,,,,,,,,,,
35012690010001,548,46.8,9855.9,376.5,158,105.0,22.0,11.0,6.0,,,,,,,,,,,149.0,,,9.0,,,74,,,,,,,20.0,,13.0,,,,,,,,,,22.0,,,,5.0,,,40.0,35.0,,23.0,,6.0,,,23.0,,,10.0,6.0,26.0,
35012690010002,444,48.3,7755.5,289.5,133,63.0,42.0,15.0,7.0,,,,,,,,,,,107.0,,14.0,12.0,,,105,,,17.0,,,,44.0,,17.0,,,,,,,,6.0,,11.0,,,,33.0,,,76.0,73.0,,39.0,,11.0,,10.0,32.0,,,24.0,,16.0,
35012690020001,652,50.4,11907.2,603.2,220,186.0,14.0,9.0,,,,,,,,,,,,216.0,,,,,,40,,,,,,,9.0,,13.0,,,,,,,,,,9.0,,,,,,,,14.0,,21.0,,,,,5.0,,,,5.0,11.0,
35012690020002,611,50.2,7868.3,497.3,197,101.0,77.0,11.0,,,,,,,,,,,,147.0,,47.0,,,,86,,,5.0,,,5.0,43.0,,11.0,,,,,,,,7.0,,10.0,,,,17.0,,,32.0,89.0,5.0,17.0,,,,,,,12.0,32.0,,21.0,
35012690030001,587,47.2,7713.0,242.2,166,112.0,21.0,16.0,10.0,,,,,,,,,,7.0,154.0,,,5.0,,,78,,,8.0,,,5.0,23.0,,10.0,,,,6.0,,,,,,14.0,,,,21.0,,,44.0,45.0,,18.0,,15.0,,32.0,,,,16.0,,50.0,
35012690030002,542,46.8,11305.5,266.0,167,135.0,12.0,14.0,,,,,,,,,,,,160.0,,,7.0,,,37,,,,,,,12.0,,,,,,,,,,,,7.0,,,,7.0,,,12.0,44.0,21.0,7.0,,,10.0,,,,,13.0,,10.0,
35012690030003,493,46.3,5566.3,218.2,172,78.0,66.0,5.0,20.0,,,,,,,,,,23.0,94.0,52.0,,,,,31,,,,,,5.0,9.0,,,,,,,,,,,,8.0,,,,6.0,,,58.0,17.0,92.0,,,,,,,,,6.0,,13.0,
35012690030004,448,48.0,1862.9,344.1,134,77.0,36.0,13.0,,,,,,,,,,,,117.0,,,17.0,28.0,,387,,,20.0,,,22.0,145.0,,37.0,,9.0,15.0,29.0,13.0,,17.0,13.0,6.0,54.0,,,,42.0,,,952.0,300.0,49.0,93.0,69.0,240.0,22.0,166.0,65.0,519.0,167.0,144.0,16.0,153.0,
35012690030005,674,49.0,9940.7,513.9,199,141.0,24.0,22.0,,,,,,,,,,,,194.0,,,,,,52,,,,,,,10.0,,6.0,,,,5.0,,,7.0,,,12.0,,,,17.0,,,91.0,18.0,,11.0,,,5.0,32.0,,,16.0,8.0,,24.0,
35012690030006,596,46.0,4878.4,248.3,183,125.0,32.0,15.0,6.0,,,,,,,,,,,164.0,,12.0,7.0,,,98,,,7.0,,,11.0,27.0,,8.0,,,,19.0,,,7.0,,,6.0,,,,17.0,,,166.0,59.0,,18.0,,22.0,,75.0,,78.0,42.0,14.0,9.0,7.0,
35012690030007,451,47.0,4716.1,367.7,140,95.0,19.0,19.0,,,,,,,,,,,,127.0,,,13.0,,,112,,,5.0,,,7.0,25.0,,22.0,,,5.0,,,,14.0,6.0,,14.0,,,,11.0,,,49.0,47.0,6.0,58.0,,16.0,6.0,15.0,,221.0,124.0,54.0,,30.0,
35012690030008,559,47.9,4568.7,321.4,178,110.0,50.0,8.0,8.0,,,,,,,,,,,177.0,,,,,,23,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,17.0,,,,,7.0,,,,,16.0,,5.0,
35012690030101,399,44.8,35238.9,189.1,165,165.0,,,,,,,,,,,,,,,165.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,
35012690030201,483,45.6,52755.4,196.3,169,,,169.0,,,,,,,,,,,,,169.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012690030202,615,42.8,82503.1,130.4,271,,,271.0,,,,,,,,,,,,,271.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012690030203,704,41.2,112240.4,110.8,259,,,259.0,,,,,,,,,,,,,259.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
35012690030204,664,45.2,68780.9,190.9,238,,,238.0,,,,,,,,,,,,,238.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012690030205,628,47.5,48922.3,269.2,227,,,227.0,,,,,,,,,,,,,227.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
35012690030206,548,42.9,64701.6,123.9,212,,,212.0,,,,,,,,,,,,,212.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,7.0,,,
35012690030207,633,42.3,53858.4,134.1,239,,,239.0,,,,,,,,,,,,,239.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012690030208,648,40.3,119321.2,94.1,253,,,253.0,,,,,,,,,,,,,253.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012690030209,492,47.3,54699.2,245.1,182,,,182.0,,,,,,,,,,,,,182.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
35012690030301,470,53.4,38602.0,561.3,197,,94.0,103.0,,,,,,,,,,,,,197.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
35012690030501,538,43.5,76070.0,160.6,214,,,214.0,,,,,,,,,,,,,214.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,
35012690030502,441,43.3,49488.8,127.9,163,,,163.0,,,,,,,,,,,,,163.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,
35012690030503,649,43.7,77465.9,153.2,223,,,223.0,,,,,,,,,,,,,223.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012690040001,651,51.6,5766.3,714.8,242,132.0,49.0,28.0,22.0,,,,,,,,,,12.0,225.0,,,5.0,,,46,,,,,,5.0,18.0,,5.0,,,,,,,,,,11.0,,,,11.0,,,15.0,33.0,,9.0,,,,7.0,,,,44.0,,17.0,
35012690040002,409,50.2,1108.2,421.4,149,83.0,28.0,9.0,23.0,,,,,,,,,,11.0,137.0,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,12.0,,11.0,,,20.0,8.0,,,,46.0,,,
35012700010101,14,31.7,1065.3,20.0,0,,,,,,,,,,,,,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012700010102,22,26.0,432.8,20.0,0,,,,,,,,,,,,,0.0,,,,,,,,46,,,,,,,,,5.0,,,6.0,,,,25.0,,,,,,,,,,,10.0,,11.0,,,6.0,,,,136.0,8.0,,6.0,
35012700010103,0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012700010104,0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,,,,,,,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,
35012700010201,491,28.4,21619.6,9.6,145,,,,,,,,,,,,145.0,,,,145.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012700010202,405,27.5,25651.3,5.4,124,,,,,,,,,,,,124.0,,,,124.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,
35012700010203,384,28.7,38246.0,4.7,111,,,,,,,,,,,,111.0,,,,111.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012700020001,692,32.2,348.4,37.2,84,,,,,,,,,6.0,30.0,25.0,23.0,,,84.0,,,,61.0,,343,,,,,,12.0,47.0,,101.0,,6.0,34.0,10.0,,,63.0,9.0,21.0,30.0,,,,6.0,,,230.0,111.0,,317.0,12.0,25.0,56.0,439.0,,708.0,633.0,59.0,43.0,126.0,
35012700020101,629,33.1,34787.9,20.1,185,,,,,,,,,,185.0,,,,,,185.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,12.0,,,
35012700020102,520,32.7,39762.5,11.9,155,,,,,,,,,,155.0,,,,,,155.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012700020103,647,31.9,34408.1,10.5,191,,,,,,,,,,191.0,,,,,,191.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012700020104,554,32.6,30612.3,16.9,171,,,,,,,,,,171.0,,,,,,171.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012700020201,534,32.9,28306.8,15.2,162,,,,,,,,,162.0,,,,,,,162.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012700020202,501,33.4,33572.4,17.9,167,,,,,,,,,167.0,,,,,,,167.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012700020203,344,31.1,22529.9,19.2,104,,,,,,,,,104.0,,,,,,,104.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,23.0,,,
35012700020301,386,29.4,19519.5,11.6,123,,,,,,,,,123.0,,,,,,,123.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
35012700020302,506,30.8,26522.2,23.0,161,,,,,,,,,161.0,,,,,,,161.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,
35012700020401,0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012700020402,0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012700020403,0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012700020404,0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012700020405,0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012700020501,432,30.4,40842.1,15.5,138,,,,,,,,,,,,138.0,,,,138.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
35012700020502,368,30.3,27626.6,16.8,114,,,,,,,,,,,,114.0,,,,114.0,,,,,6,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,
35012700020503,541,29.0,27149.4,8.0,169,,,,,,,,,,,,169.0,,,,169.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012700020504,433,28.9,31761.4,6.4,124,,,,,,,,,,,,124.0,,,,124.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012700020601,486,31.3,30953.8,17.9,150,,,,,,,,,150.0,,,,,,,150.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
35012700020602,434,30.8,29649.7,12.2,147,,,,,,,,,147.0,,,,,,,147.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012700020603,476,31.3,36199.0,18.2,147,,,,,,,,,147.0,,,,,,,147.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012700020604,637,31.7,29193.9,15.7,204,,,,,,,,,204.0,,,,,,,204.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,
35012700020605,545,30.8,60423.0,17.7,160,,,,,,,,,160.0,,,,,,,160.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,
35012700020701,440,36.9,25029.3,34.7,135,,,,,,,,,,135.0,,,,,,135.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012700020702,578,34.0,37165.9,27.2,189,,,,,,,,,,189.0,,,,,,189.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,9.0,,,
35012700020703,463,30.2,43175.9,11.9,131,,,,,,,,,,131.0,,,,,,131.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
35012700020901,701,30.0,48117.2,10.5,220,,,,,,,,,220.0,,,,,,,220.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012700020902,750,30.9,29239.6,13.7,238,,,,,,,,,238.0,,,,,,,238.0,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,
35012700020903,677,32.8,38239.8,20.3,220,,,,,,,,,220.0,,,,,,,220.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,12.0,,,
35012700030001,151,32.0,1768.4,30.0,43,,,,,,,,,,14.0,11.0,17.0,,,43.0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012700030002,228,33.1,1706.6,20.4,48,,,,,,,,,,12.0,14.0,21.0,,,48.0,,,,,,44,,,,,,,5.0,,5.0,,,18.0,5.0,,,,,,,,,,,,,14.0,18.0,,14.0,12.0,,19.0,49.0,,,6.0,,,6.0,
35012700030003,642,21.1,2434.2,0.0,0,,,,,,,,,,,,,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012700030004,141,32.4,443.7,17.6,33,,,,,,,,,,9.0,12.0,11.0,,,32.0,,,,,,15,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,8.0,,23.0,,695.0,,,,,,11.0,,,
35012710010001,858,40.2,334.7,556.7,194,86.0,37.0,27.0,20.0,16.0,,,,,,,,,,184.0,,,10.0,38.0,,520,,,81.0,,8.0,22.0,251.0,11.0,11.0,12.0,6.0,13.0,22.0,9.0,,5.0,,,59.0,,,,693.0,297.0,167.0,186.0,967.0,200.0,31.0,27.0,17.0,195.0,66.0,96.0,54.0,164.0,114.0,21.0,313.0,
35012710020001,583,43.2,7241.2,172.4,183,12.0,29.0,135.0,,,,,,,,,,,16.0,51.0,99.0,15.0,,,,43,,,,,,5.0,13.0,,8.0,,,,,,,,,,9.0,,,,17.0,,,21.0,23.0,,30.0,,,,,,,,,5.0,17.0,
35012710020002,625,43.9,7464.2,168.3,197,45.0,96.0,27.0,,,,18.0,,,,,,,,100.0,17.0,69.0,8.0,,,77,,,7.0,,,,14.0,,28.0,,,,,,,5.0,6.0,,15.0,,,,66.0,,,,33.0,,63.0,,,,,,,15.0,41.0,,26.0,
35012710020003,537,42.0,1157.5,114.7,167,26.0,40.0,38.0,,,,,6.0,,17.0,31.0,,,,109.0,43.0,10.0,5.0,9.0,,86,,,9.0,,,6.0,26.0,17.0,7.0,,,,,,,,,,14.0,,,,42.0,,47.0,109.0,73.0,345.0,17.0,,,,5.0,,,,23.0,,29.0,
35012710020004,434,42.9,99.0,185.1,111,36.0,6.0,49.0,8.0,6.0,,,,,,,,,,111.0,,,,17.0,,96,,,16.0,,,14.0,38.0,,,,,6.0,,,,,,,9.0,,,,206.0,,5.0,411.0,95.0,10.0,7.0,,,6.0,,28.0,,119.0,19.0,,30.0,
35012710020005,587,40.9,9191.0,103.9,202,6.0,40.0,151.0,,,,,,,,,,,,31.0,171.0,,,,,86,,,9.0,,,,21.0,,21.0,,,6.0,,,,7.0,,,15.0,,,,16.0,,,,51.0,,39.0,,,9.0,,,,13.0,,8.0,16.0,
35012710020006,503,39.6,5890.8,94.9,129,20.0,25.0,18.0,,,,41.0,18.0,,,,,,,62.0,58.0,,9.0,,,77,,,,,,,33.0,,10.0,,,,,,,6.0,11.0,,9.0,,,,,,,,67.0,,25.0,6.0,9.0,,6.0,,18.0,175.0,49.0,,20.0,
35012710020007,521,47.8,3073.9,265.5,131,51.0,32.0,25.0,5.0,,,5.0,,,,,,,,121.0,,,10.0,,,129,,,,,,,42.0,,25.0,,,5.0,,,,19.0,11.0,6.0,14.0,,,,,,5.0,,135.0,,90.0,,25.0,14.0,,,14.0,112.0,256.0,22.0,21.0,
35012710020008,375,45.2,4280.0,248.3,94,30.0,33.0,19.0,,,,,,,,6.0,,,,91.0,,,,,,57,,,,,,5.0,14.0,,12.0,,,5.0,,,,6.0,,,13.0,,,,,,,18.0,37.0,,32.0,,,5.0,,,,10.0,,,16.0,
35012710020101,471,36.7,63148.0,57.4,181,,,181.0,,,,,,,,,,,,,181.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,
35012710020102,652,39.7,55228.4,85.3,271,,,271.0,,,,,,,,,,,,,271.0,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,5.0,,,5.0,
35012710020201,474,38.0,85917.8,66.7,160,,,,160.0,,,,,,,,,,,,160.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012710020202,553,37.6,49268.6,55.1,170,,,,170.0,,,,,,,,,,,,170.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,23.0,,,
35012710020203,484,36.4,60911.4,40.7,144,,,,144.0,,,,,,,,,,,,144.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35012710020204,712,40.0,64259.8,72.0,233,,,,233.0,,,,,,,,,,,,233.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,
35012710020301,612,39.2,53745.2,73.6,203,,,203.0,,,,,,,,,,,,,203.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35012710020302,429,39.4,75139.9,87.9,131,,,131.0,,,,,,,,,,,,,131.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
