,total_pop,avg_age,pop_dens,eld_dep_ratio,total_house,ho_yr_001,ho_yr_002,ho_yr_003,ho_yr_004,ho_yr_005,ho_yr_006,ho_yr_007,ho_yr_008,ho_yr_009,ho_yr_010,ho_yr_011,ho_yr_012,ho_yr_013,ho_yr_999,ho_gb_001,ho_gb_002,ho_gb_003,ho_gb_004,ho_gb_005,ho_gb_006,ho_gb_999,total_corp,cp_bnu_001,cp_bnu_002,cp_bnu_003,cp_bnu_004,cp_bnu_005,cp_bnu_006,cp_bnu_007,cp_bnu_008,cp_bnu_009,cp_bnu_010,cp_bnu_011,cp_bnu_012,cp_bnu_013,cp_bnu_014,cp_bnu_015,cp_bnu_016,cp_bnu_017,cp_bnu_018,cp_bnu_019,cp_bnu_999,cp_bem_001,cp_bem_002,cp_bem_003,cp_bem_004,cp_bem_005,cp_bem_006,cp_bem_007,cp_bem_008,cp_bem_009,cp_bem_010,cp_bem_011,cp_bem_012,cp_bem_013,cp_bem_014,cp_bem_015,cp_bem_016,cp_bem_017,cp_bem_018,cp_bem_019,cp_bem_999
35011640020402,854,35.4,75491.8,46.5,293,,,,,,293.0,,,,,,,,,,,293.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,
35011640020501,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011640020502,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,
35011640020701,588,38.9,135406.0,80.2,261,,,,,261.0,,,,,,,,,,,,261.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,
35011640020702,906,40.0,52674.7,105.7,437,,,,,437.0,,,,,,,,,,,,437.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011640020801,765,40.3,80623.8,113.3,353,,,,,353.0,,,,,,,,,,,,353.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,
35011640020802,857,40.9,61021.7,139.4,425,,,,,425.0,,,,,,,,,,,,425.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011640020803,540,41.0,113226.3,120.3,262,,,,,262.0,,,,,,,,,,,,262.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011640020804,546,39.5,81075.2,98.7,265,,,,,265.0,,,,,,,,,,,,265.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011640020901,1377,47.6,68800.2,283.0,850,,,,,850.0,,,,,,,,,,,,850.0,,,,,14,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,9.0,,5.0,,,,,,,,22.0,,17.0,
35011640021001,1261,47.7,51781.7,269.3,739,,,,,739.0,,,,,,,,,,,,739.0,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,9.0,,,,,18.0,,14.0,
35011640021101,815,36.9,60099.8,44.8,271,,,,,,271.0,,,,,,,,,,,271.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
35011640021102,645,39.8,73699.7,86.3,215,,,,,,215.0,,,,,,,,,,,215.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35011640021201,18,37.8,1831.0,150.0,4,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650010001,296,34.1,1000.3,32.4,53,,,,,,5.0,9.0,,17.0,,,,,,15.0,36.0,,,,,,28,,,,,,6.0,10.0,,,,,,,,,,,,,,,,,,,53.0,18.0,,,,,,,,,169.0,41.0,,5.0,
35011650010002,372,47.1,139.0,244.4,131,20.0,17.0,25.0,16.0,16.0,7.0,15.0,7.0,,,,,,,,130.0,,,,,,34,,,,,,8.0,18.0,,,,,,,,,,,,,,,,7.0,,,28.0,58.0,,,,,,,,,30.0,5.0,,13.0,
35011650010003,360,46.8,5561.4,170.1,45,,,,,,,30.0,,,,,,,,,44.0,,,,,,84,,,,,,8.0,17.0,,11.0,,,6.0,,,,17.0,,,14.0,,,,8.0,23.0,,72.0,54.0,6.0,20.0,,,8.0,6.0,13.0,,24.0,85.0,,51.0,
35011650010004,70,24.0,981.2,7.7,23,,,,,20.0,,,,,,,,,,20.0,,,,,,,208,,,,,,,47.0,,31.0,,,,,,,55.0,16.0,15.0,29.0,,,,16.0,,,14.0,128.0,,90.0,,7.0,17.0,9.0,,22.0,182.0,172.0,24.0,56.0,
35011650010005,375,46.9,87.1,251.4,153,23.0,13.0,47.0,23.0,6.0,17.0,9.0,,,,5.0,,,,,120.0,30.0,,,,,27,,,,,,,7.0,,,,,,,,,,,,8.0,,,,,,,16.0,13.0,,11.0,,,,,,358.0,7.0,21.0,,17.0,
35011650010006,314,35.9,5118.4,47.1,39,,,,,,5.0,17.0,6.0,,,,,,,,29.0,,,10.0,,,116,,,,,,,22.0,,37.0,,,,,,,7.0,,5.0,31.0,,,,,,,11.0,43.0,,91.0,6.0,7.0,,7.0,,,14.0,35.0,13.0,34.0,
35011650010101,393,34.0,48658.4,26.7,113,,,,,,,113.0,,,,,,,,,,113.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35011650010102,692,33.2,66950.4,18.1,205,,,,,,,205.0,,,,,,,,,,205.0,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,8.0,10.0,,,
35011650010103,660,34.4,45305.2,31.3,194,,,,,,,194.0,,,,,,,,,,194.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,15.0,,,
35011650010104,422,34.9,60890.1,34.9,119,,,,,,,119.0,,,,,,,,,,119.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650010201,728,31.7,74707.0,20.4,227,,,,,,,227.0,,,,,,,,,,227.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650010202,654,32.8,60325.2,22.1,208,,,,,,,208.0,,,,,,,,,,208.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35011650010203,549,32.8,42167.2,25.9,167,,,,,,,167.0,,,,,,,,,,167.0,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,
35011650010204,702,31.9,64344.2,21.9,238,,,,,,,238.0,,,,,,,,,,238.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35011650010205,699,32.1,57334.9,23.0,242,,,,,,,242.0,,,,,,,,,,242.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650010206,638,31.7,60338.0,22.4,232,,,,,,,232.0,,,,,,,,,,232.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,11.0,,,
35011650010301,743,33.6,61849.9,21.4,226,,,,,,,,226.0,,,,,,,,,226.0,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,13.0,,,,,10.0,,,
35011650010302,777,33.2,62662.1,14.8,246,,,,,,,,246.0,,,,,,,,,246.0,,,,,16,,,,,,,5.0,,,,,,,,,6.0,,,,,,,,,,,9.0,,,,,,,,,6.0,9.0,,,
35011650010401,837,32.5,51738.0,24.7,263,,,,,,,263.0,,,,,,,,,,263.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,9.0,,,
35011650010402,814,31.6,75783.6,18.9,257,,,,,,,257.0,,,,,,,,,,257.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650010403,650,34.1,65370.1,30.8,196,,,,,,,196.0,,,,,,,,,,196.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650010501,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650010502,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,5.0,,,
35011650010601,715,30.4,73983.3,14.1,202,,,,,,,,202.0,,,,,,,,,202.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,
35011650010602,550,30.8,52222.9,16.3,155,,,,,,,,155.0,,,,,,,,,155.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,11.0,,,
35011650010603,563,32.8,56622.5,21.2,166,,,,,,,,166.0,,,,,,,,,166.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650010604,550,31.2,65083.4,11.9,161,,,,,,,,161.0,,,,,,,,,161.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,
35011650010605,683,28.5,67635.3,7.5,190,,,,,,,,190.0,,,,,,,,,190.0,,,,,23,,,,,,,,,,,,,,,,12.0,,,,,,,,,,6.0,10.0,,,,,,,,,16.0,,,,
35011650010701,692,33.8,44975.7,27.9,236,,,,,,,236.0,,,,,,,,,,236.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,5.0,,,
35011650010702,654,34.6,67582.5,34.4,225,,,,,,,225.0,,,,,,,,,,225.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650010703,657,33.2,72564.9,24.0,223,,,,,,,223.0,,,,,,,,,,223.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650010801,4,31.0,364.5,0.0,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650010802,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650010901,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650020001,499,48.4,116.1,320.0,189,52.0,15.0,5.0,15.0,24.0,26.0,25.0,,,5.0,5.0,6.0,5.0,,,189.0,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,17.0,,,,,,,,,,,,6.0,
35011650030001,844,40.0,5448.1,100.0,229,,,19.0,34.0,152.0,16.0,,,,,,,,,6.0,96.0,125.0,,,,,93,,,7.0,,,7.0,24.0,,17.0,,,,,,,,5.0,7.0,14.0,,,,16.0,,,43.0,55.0,,74.0,27.0,,17.0,8.0,,,35.0,126.0,31.0,19.0,
35011650040001,389,31.7,3599.2,25.0,91,,,,,,,84.0,,,,,,,,,13.0,69.0,,9.0,,,293,,,5.0,,,5.0,65.0,,96.0,,,8.0,,,,16.0,22.0,34.0,31.0,,,,9.0,,,54.0,313.0,,372.0,,25.0,12.0,43.0,8.0,19.0,55.0,266.0,85.0,72.0,
35011650040002,127,39.5,1003.3,100.0,29,,,5.0,9.0,,,5.0,,,,,,,,,27.0,,,,,,163,,,6.0,,,,37.0,,36.0,,,,,,,27.0,13.0,8.0,26.0,,,,68.0,,,8.0,98.0,,122.0,,19.0,,36.0,21.0,30.0,189.0,112.0,63.0,52.0,
35011650040101,827,38.1,77851.8,64.7,263,,,,,,263.0,,,,,,,,,,,263.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650040102,863,34.0,51664.3,33.3,274,,,,,,274.0,,,,,,,,,,,274.0,,,,,23,,,,,,,,,,,,6.0,,,,,5.0,,,,,,,,,,5.0,,,,9.0,17.0,,,,,19.0,,6.0,
35011650040201,666,37.7,46259.5,56.6,234,,,,,,234.0,,,,,,,,,,,234.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,17.0,,,,,,,,
35011650040202,822,38.7,87182.7,72.2,297,,,,,,297.0,,,,,,,,,,,297.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,
35011650040203,770,39.3,69135.9,87.5,290,,,,,,290.0,,,,,,,,,,,290.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650040301,711,46.9,53091.6,278.0,440,,,,,,440.0,,,,,,,,,,,440.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650040302,621,47.0,67377.5,297.8,386,,,,,,386.0,,,,,,,,,,,386.0,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,8.0,,,,9.0,81.0,,,
35011650040303,680,45.9,78672.1,316.7,386,,,,,,386.0,,,,,,,,,,,386.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650040501,655,42.4,50641.6,120.6,214,,,,,,214.0,,,,,,,,,,,214.0,,,,,29,,,,,,,9.0,,,,,,,,,8.0,,,6.0,,,,,,,,10.0,,,,,,,,,11.0,,,7.0,
35011650040502,705,41.1,71552.9,103.6,227,,,,,,227.0,,,,,,,,,,,227.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650040503,540,40.2,61365.8,61.9,179,,,,,,179.0,,,,,,,,,,,179.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650040504,665,41.2,75417.1,113.9,227,,,,,,227.0,,,,,,,,,,,227.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650040505,612,40.3,59893.8,77.8,187,,,,,,187.0,,,,,,,,,,,187.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,
35011650040506,682,39.8,75234.7,60.4,216,,,,,,216.0,,,,,,,,,,,216.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650050001,118,50.6,249.1,338.5,24,5.0,,,,,,5.0,5.0,,,,,,,,16.0,,,,,,77,,,5.0,,,,17.0,,,,,,,,,9.0,,,31.0,,,,105.0,,,,29.0,130.0,7.0,,,8.0,,,,194.0,24.0,,40.0,
35011650050002,109,33.9,2721.4,42.1,33,,,,,,,28.0,,,,,,,,20.0,11.0,,,,,,52,,,5.0,,,,10.0,,14.0,,,,,,,,,,12.0,,,,20.0,,,6.0,45.0,,40.0,,,,,,,,14.0,6.0,27.0,
35011650050003,357,39.9,2982.5,180.0,55,,,6.0,5.0,5.0,5.0,22.0,,,,,,,,,50.0,,,5.0,,,263,,,5.0,,,12.0,112.0,,43.0,,,7.0,5.0,,,19.0,11.0,17.0,31.0,,,,93.0,,,110.0,318.0,,130.0,,10.0,13.0,14.0,,,52.0,92.0,30.0,48.0,
35011650050004,423,46.3,219.0,226.7,139,10.0,14.0,12.0,21.0,31.0,18.0,14.0,5.0,,,6.0,,,,,136.0,,,,,,59,,,,,,6.0,19.0,,7.0,,,,,,,,7.0,,9.0,,,,,,77.0,67.0,93.0,331.0,14.0,,,,8.0,,,52.0,135.0,9.0,10.0,
35011650050101,545,28.4,77386.6,7.9,148,,,,,,,148.0,,,,,,,,,,148.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,
35011650050102,683,30.0,15414.6,14.5,192,,,,,,,188.0,,,,,,,,,,188.0,,,,,51,,,,,,,21.0,,,,,6.0,,,,5.0,,,9.0,,,,,,,,56.0,,7.0,,8.0,21.0,,,,8.0,11.0,,40.0,
35011650050103,721,31.9,61264.6,19.2,201,,,,,,,201.0,,,,,,,,,,201.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,
35011650050201,556,32.4,58544.9,20.3,164,,,,,,,164.0,,,,,,,,,,164.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650050202,478,32.7,66701.1,20.8,136,,,,,,,136.0,,,,,,,,,,136.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35011650050203,449,32.2,75093.2,24.2,128,,,,,,,128.0,,,,,,,,,,128.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650050301,593,34.1,77391.3,29.9,190,,,,,,190.0,,,,,,,,,,,190.0,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,9.0,,,,,,,6.0,,,,
35011650050302,769,33.9,85305.1,27.7,257,,,,,,257.0,,,,,,,,,,,257.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,10.0,,,
35011650050303,413,34.4,76168.2,44.9,151,,,,,,151.0,,,,,,,,,,,151.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650050401,1157,38.3,102560.9,78.7,417,,,,,417.0,,,,,,,,,,,,417.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650050501,901,34.2,71449.0,27.4,269,,,,,,,269.0,,,,,,,,,,269.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,
35011650050601,536,39.5,50215.9,73.4,176,,,,,,176.0,,,,,,,,,,,176.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650050602,477,37.5,39360.7,53.3,142,,,,,,142.0,,,,,,,,,,,142.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,6.0,,,
35011650050603,506,38.4,50874.7,58.8,153,,,,,,153.0,,,,,,,,,,,153.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35011650050701,765,29.8,115320.7,13.1,240,,,,,,240.0,,,,,,,,,,,240.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650050702,676,32.6,70202.8,19.0,198,,,,,,198.0,,,,,,,,,,,198.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650050703,670,30.5,108718.1,13.8,186,,,,,,186.0,,,,,,,,,,,186.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,
35011650050704,551,28.9,81729.1,13.1,158,,,,,,158.0,,,,,,,,,,,158.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,
35011650050705,729,33.2,97964.5,23.1,198,,,,,,198.0,,,,,,,,,,,198.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,
35011650050706,518,30.9,83245.1,18.1,159,,,,,,159.0,,,,,,,,,,,159.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650050707,829,31.1,75653.5,16.0,248,,,,,,248.0,,,,,,,,,,,248.0,,,,,15,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,6.0,,,,,28.0,,,,11.0,13.0,,,
35011650050801,531,33.1,48329.5,20.4,159,,,,,,159.0,,,,,,,,,,,159.0,,,,,13,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,6.0,5.0,,,
35011650050901,570,33.4,53890.5,16.0,166,,,,,,,166.0,,,,,,,,,,166.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650051001,13,42.5,1178.3,0.0,5,,,,,,,,,,,,,,,,5.0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650051002,16,36.6,1725.1,60.0,5,,,,,,,,,,,,,,,,5.0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,
35011650051003,1,51.0,98.8,0.0,1,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650051101,915,30.1,105409.7,12.4,276,,,,,,,276.0,,,,,,,,,,276.0,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,8.0,8.0,,6.0,
35011650051201,7,45.0,495.7,0.0,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650051301,24,42.8,2082.2,400.0,9,5.0,,,,,,,,,,,,,,,8.0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,
35011650051302,37,50.4,2987.7,333.3,8,,,,,,,,,,,,,,,,8.0,,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650051303,8,50.9,690.4,0.0,3,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650051304,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,86.0,,,,,,,,,,,,
35011650051401,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650051402,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650051403,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011660010001,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011660010101,640,32.0,56412.3,12.4,178,,,,,,,,,,178.0,,,,,,,178.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011660010102,625,32.2,42014.5,17.4,175,,,,,,,,,,175.0,,,,,,,175.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011660010103,635,30.7,32533.2,15.0,179,,,,,,,,,,179.0,,,,,,,179.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,5.0,,,
35011660010104,404,32.6,39144.0,19.6,113,,,,,,,,,,113.0,,,,,,,113.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011660020001,523,32.2,15979.0,26.7,53,,,,,,,19.0,7.0,,7.0,,8.0,,,,50.0,,,,,,65,,,,,,,11.0,,37.0,,,,,,,,,,7.0,,,,,,,,26.0,,98.0,12.0,,,,,,,,7.0,10.0,
35011660020002,409,33.9,16894.7,24.1,44,,,,,,,16.0,8.0,10.0,6.0,,,,,,44.0,,,,,,45,,,,,,,7.0,,15.0,,,,,,,8.0,,,7.0,,,,,,,5.0,19.0,,41.0,,,8.0,,,,12.0,,,14.0,
35011660020003,343,31.2,1458.3,12.3,38,,,,,,,19.0,,,,,,,,,36.0,,,,,,746,,,,,,,460.0,,104.0,,12.0,8.0,,,,59.0,41.0,11.0,37.0,,,,,,,10.0,1755.0,7.0,596.0,56.0,185.0,17.0,37.0,34.0,,451.0,359.0,27.0,139.0,
35011660020004,535,31.7,15438.8,15.1,54,,,,,,,24.0,8.0,,,,5.0,,,,54.0,,,,,,42,,,,,,,14.0,,13.0,,,,,,,,,,,,,,,,,7.0,38.0,,37.0,,,,,21.0,,6.0,13.0,,,
35011660020005,493,30.1,30225.0,4.5,37,,,,,,,15.0,7.0,9.0,,,,,,,37.0,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,7.0,,13.0,,,,,,,,,,6.0,
35011660020006,609,30.9,31733.6,12.4,45,,,,,,,20.0,5.0,11.0,,,,,,,45.0,,,,,,33,,,,,,,9.0,,8.0,,,,,,,,,,6.0,,,,,,,34.0,25.0,,25.0,,5.0,,,,,8.0,,,10.0,
35011660020007,584,31.7,13698.7,11.5,51,,,,,,,25.0,8.0,,8.0,,,,,,50.0,,,,,,112,,,,,,,13.0,,52.0,,,,,,,15.0,,16.0,5.0,,,,,,,31.0,26.0,,158.0,,6.0,,7.0,,32.0,28.0,7.0,33.0,8.0,
35011660020101,755,29.2,50760.1,18.5,267,,,,,,,267.0,,,,,,,,,,267.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,8.0,,,
35011660020102,426,29.7,32757.7,18.5,150,,,,,,,150.0,,,,,,,,,,150.0,,,,,12,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,
35011660020201,518,36.2,51735.9,40.7,147,,,,,,147.0,,,,,,,,,,,147.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35011660020202,516,34.0,47034.4,27.5,149,,,,,,149.0,,,,,,,,,,,149.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,
35011660020301,717,30.8,76235.6,19.7,236,,,,,,236.0,,,,,,,,,,,236.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,9.0,,,
35011660020302,669,30.1,72970.5,17.7,210,,,,,,210.0,,,,,,,,,,,210.0,,,,,17,,,,,,,5.0,,,,,,,,,5.0,,,,,,,,,,,8.0,,,,,,,,,12.0,,,,
35011660020303,517,29.9,64606.0,16.6,176,,,,,,176.0,,,,,,,,,,,176.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011660020401,625,28.0,75488.6,11.2,203,,,,,,203.0,,,,,,,,,,,203.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011660020402,785,28.7,69074.6,10.5,262,,,,,,262.0,,,,,,,,,,,262.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011660020403,575,28.8,74704.3,14.0,200,,,,,,200.0,,,,,,,,,,,200.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011660020404,668,27.7,80832.4,7.5,215,,,,,,215.0,,,,,,,,,,,215.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011660020405,714,27.6,74805.6,8.0,228,,,,,,228.0,,,,,,,,,,,228.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
