,total_pop,avg_age,pop_dens,eld_dep_ratio,total_house,ho_yr_001,ho_yr_002,ho_yr_003,ho_yr_004,ho_yr_005,ho_yr_006,ho_yr_007,ho_yr_008,ho_yr_009,ho_yr_010,ho_yr_011,ho_yr_012,ho_yr_013,ho_yr_014,ho_yr_015,ho_yr_016,ho_yr_999,ho_gb_001,ho_gb_002,ho_gb_003,ho_gb_004,ho_gb_005,ho_gb_006,ho_gb_999,total_corp,cp_bnu_001,cp_bnu_002,cp_bnu_003,cp_bnu_004,cp_bnu_005,cp_bnu_006,cp_bnu_007,cp_bnu_008,cp_bnu_009,cp_bnu_010,cp_bnu_011,cp_bnu_012,cp_bnu_013,cp_bnu_014,cp_bnu_015,cp_bnu_016,cp_bnu_017,cp_bnu_018,cp_bnu_019,cp_bem_001,cp_bem_002,cp_bem_003,cp_bem_004,cp_bem_005,cp_bem_006,cp_bem_007,cp_bem_008,cp_bem_009,cp_bem_010,cp_bem_011,cp_bem_012,cp_bem_013,cp_bem_014,cp_bem_015,cp_bem_016,cp_bem_017,cp_bem_018,cp_bem_019,cp_bem_999
35011640020004,386,39.1,5202.5,90.0,68,,,,25.0,7.0,,5.0,,,,,,6.0,,17.0,,,16.0,29.0,,16.0,7.0,10.0,,157,,,6.0,,,9.0,33.0,,57.0,,,11.0,,,,,,11.0,20.0,,,44.0,,,19.0,79.0,15.0,132.0,,5.0,14.0,,,,,41.0,21.0,34.0,
35011640020005,300,69.5,1303.3,1293.8,15,,,,,,,,,,,,,7.0,,,,,,7.0,,7.0,,,,29,,,,,,,6.0,,,,,,,,,,5.0,,6.0,,,,,,,10.0,,6.0,,,,,,,89.0,126.0,,6.0,
35011640020006,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,
35011640020101,548,41.6,60262.6,94.0,234,,,,,234.0,,,,,,,,,,,,,,,234.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011640020102,428,43.5,46217.6,150.0,184,,,,,184.0,,,,,,,,,,,,,,,184.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011640020201,373,51.0,49243.5,468.0,145,,,145.0,,,,,,,,,,,,,,,,,145.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011640020401,431,44.8,57467.6,160.0,181,,,181.0,,,,,,,,,,,,,,,,,181.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
35011640020402,643,45.0,56839.9,178.3,270,,,270.0,,,,,,,,,,,,,,,,,270.0,,,,,19,,,,,,,6.0,,,,,,,,,,,,,,,,,,,6.0,,,,,8.0,,,,,,,,
35011640020501,570,37.1,45346.2,42.1,213,,,,,,,,,213.0,,,,,,,,,,,213.0,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,
35011640020502,455,37.8,45396.1,54.9,169,,,,,,,,,169.0,,,,,,,,,,,169.0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,8.0,,,,,14.0,,,
35011640020701,363,53.1,83592.5,520.8,225,,,225.0,,,,,,,,,,,,,,,,,225.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011640020702,587,51.7,34128.1,768.2,370,,,370.0,,,,,,,,,,,,,,,,,370.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,
35011640020801,465,54.7,49006.6,683.3,297,,,297.0,,,,,,,,,,,,,,,,,297.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,
35011640020802,570,54.4,40586.2,640.0,368,,,368.0,,,,,,,,,,,,,,,,,368.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011640020803,333,55.7,69822.9,938.5,211,,,211.0,,,,,,,,,,,,,,,,,211.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011640020804,352,54.3,52268.3,892.3,221,,,221.0,,,,,,,,,,,,,,,,,221.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011640020901,912,60.5,45567.0,8260.0,730,,,730.0,,,,,,,,,,,,,,,,,730.0,,,,,15,,,,,,,6.0,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,52.0,,,
35011640021001,838,60.7,34411.6,5514.3,645,,,645.0,,,,,,,,,,,,,,,,,645.0,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,14.0,,,,,67.0,,,
35011640021101,632,45.4,46605.0,218.2,254,,,254.0,,,,,,,,,,,,,,,,,254.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
35011640021102,516,48.0,58959.7,246.3,209,,,209.0,,,,,,,,,,,,,,,,,209.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011640021201,556,41.0,56559.1,107.0,249,,,,,,,,,,,,,,,,249.0,,,,249.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650010001,364,42.3,1230.1,152.4,77,,,8.0,11.0,21.0,6.0,,5.0,,,,,8.0,,,,,,65.0,12.0,,,,,52,,,,,,8.0,15.0,,,,,,,,,5.0,,,5.0,,,,,,109.0,22.0,,,,,,5.0,13.0,,176.0,36.0,,6.0,
35011650010002,378,51.6,141.2,436.0,143,31.0,14.0,30.0,11.0,16.0,,6.0,6.0,5.0,6.0,6.0,5.0,,,,,,,139.0,,,,12.0,,104,,,11.0,5.0,,30.0,40.0,,,,,,,,,,,,,,,34.0,5.0,,112.0,72.0,15.0,9.0,,,,11.0,7.0,,22.0,7.0,,,
35011650010003,346,41.6,5345.1,134.5,69,,,,31.0,,,7.0,7.0,,5.0,,,,,,,,,67.0,,,,,,121,,,,,,12.0,33.0,,13.0,,,5.0,7.0,,,18.0,,,17.0,,,13.0,,,104.0,63.0,6.0,21.0,,,6.0,22.0,21.0,,32.0,63.0,,20.0,
35011650010004,70,30.2,981.2,17.4,3,,,,,,,,,,,,,,,,,,,,,,,9.0,,238,,,5.0,,,,52.0,,26.0,,,11.0,,,,60.0,14.0,20.0,39.0,,,11.0,63.0,,8.0,104.0,,63.0,,7.0,20.0,,,28.0,131.0,129.0,22.0,57.0,
35011650010005,324,50.9,75.2,628.6,120,48.0,20.0,23.0,8.0,6.0,,,,,,,,,,,,,,110.0,6.0,,,5.0,,34,,,,,,,7.0,,,,,,,,,,,,9.0,,,,,,16.0,11.0,,,,,5.0,,,374.0,5.0,12.0,,24.0,
35011650010006,568,40.5,9258.7,89.7,71,,,,18.0,14.0,,7.0,5.0,11.0,,5.0,,,,,,,,56.0,,,15.0,5.0,,156,,,5.0,,,13.0,31.0,,43.0,,,7.0,,,,,6.0,5.0,32.0,,,16.0,,,102.0,42.0,,84.0,7.0,7.0,9.0,10.0,7.0,,9.0,39.0,6.0,36.0,
35011650010101,356,36.6,44077.3,44.3,110,,,,110.0,,,,,,,,,,,,,,,,110.0,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,
35011650010102,587,36.7,56791.7,38.1,194,,,,194.0,,,,,,,,,,,,,,,,194.0,,,,,26,,,,,,,5.0,,,,,6.0,,,,,,,,,,,,,,5.0,,,,,6.0,,,,,10.0,,,
35011650010103,559,38.9,38372.1,55.1,186,,,,186.0,,,,,,,,,,,,,,,,186.0,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,10.0,,,,,13.0,,,
35011650010104,334,37.0,48192.6,51.5,112,,,,112.0,,,,,,,,,,,,,,,,112.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650010201,564,41.0,57877.4,92.9,217,,,,217.0,,,,,,,,,,,,,,,,217.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650010202,493,40.5,45474.5,89.3,193,,,,193.0,,,,,,,,,,,,,,,,193.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
35011650010203,437,40.6,33564.8,82.3,157,,,,157.0,,,,,,,,,,,,,,,,157.0,,,,,15,,,,,,,5.0,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,
35011650010204,467,41.6,42804.5,93.3,204,,,,204.0,,,,,,,,,,,,,,,,204.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35011650010205,526,40.1,43144.7,83.5,221,,,,221.0,,,,,,,,,,,,,,,,221.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650010206,471,40.9,44544.2,81.4,214,,,,214.0,,,,,,,,,,,,,,,,214.0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,18.0,,,,,5.0,,,
35011650010301,597,41.8,49696.3,105.6,214,,,,,214.0,,,,,,,,,,,,,,,214.0,,,,,29,,,,,,,8.0,,,,,5.0,,,,,,,5.0,,,,,,,9.0,,,,,19.0,,,,,11.0,,5.0,
35011650010302,631,39.9,50887.8,79.8,231,,,,,231.0,,,,,,,,,,,,,,,231.0,,,,,23,,,,,,,11.0,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,
35011650010401,608,43.2,37582.7,135.8,251,,,,251.0,,,,,,,,,,,,,,,,251.0,,,,,15,,,,,,,6.0,,,,,,,,,,,,,,,,,,,20.0,,,,,9.0,,,,,5.0,,,
35011650010402,549,42.3,51112.1,120.9,231,,,,231.0,,,,,,,,,,,,,,,,231.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,
35011650010403,499,41.6,50184.1,98.8,180,,,,180.0,,,,,,,,,,,,,,,,180.0,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,
35011650010501,453,35.4,46604.2,39.6,157,,,,,,,,157.0,,,,,,,,,,,,157.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650010502,597,35.9,33313.5,33.3,204,,,,,,,,204.0,,,,,,,,,,,,204.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,9.0,,,,,,,,
35011650010601,546,39.1,56496.3,63.6,188,,,,,188.0,,,,,,,,,,,,,,,188.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35011650010602,427,40.4,40543.9,87.3,145,,,,,145.0,,,,,,,,,,,,,,,145.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,9.0,,,,,6.0,,,
35011650010603,461,40.1,46364.0,73.1,155,,,,,155.0,,,,,,,,,,,,,,,155.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650010604,422,38.8,49936.7,55.4,154,,,,,154.0,,,,,,,,,,,,,,,154.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650010605,572,34.8,56643.3,22.0,186,,,,,186.0,,,,,,,,,,,,,,,186.0,,,,,25,,,,,,5.0,,,,,,,,,,,,,,,,,,,49.0,16.0,,,,,,,,,5.0,,,6.0,
35011650010701,531,43.5,34511.7,159.4,229,,,,229.0,,,,,,,,,,,,,,,,229.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
35011650010702,494,44.8,51048.6,200.0,218,,,,218.0,,,,,,,,,,,,,,,,218.0,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,,,,,,,,,,,
35011650010703,514,43.3,56770.7,163.5,215,,,,215.0,,,,,,,,,,,,,,,,215.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650010801,558,32.3,50852.5,16.3,176,,,,,,,,,,,,,,176.0,,,,,,176.0,,,,,22,,,,,,,5.0,,,,,,,,,,,,5.0,,,,,,,7.0,,,,,5.0,,,,,10.0,,5.0,
35011650010802,597,32.5,42731.7,16.0,189,,,,,,,,,,,,,,189.0,,,,,,189.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,
35011650010901,337,33.5,42856.1,17.9,122,,,,,,,,,,,,,122.0,,,,,,,122.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650020001,598,52.5,139.1,732.0,257,56.0,16.0,44.0,22.0,12.0,,,5.0,9.0,,7.0,,,,,68.0,,,192.0,,63.0,,,,56,,,8.0,6.0,,8.0,20.0,,,,,,,,,,,,5.0,,,20.0,6.0,,32.0,45.0,,6.0,,,,,,,,,,6.0,
35011650030001,730,47.0,4712.3,256.3,242,29.0,10.0,175.0,,,,,,17.0,,,,,,,,,5.0,94.0,117.0,16.0,10.0,5.0,,132,,,,,,13.0,38.0,,19.0,,,5.0,5.0,5.0,,,8.0,7.0,20.0,61.0,,6.0,,,28.0,87.0,,40.0,12.0,,8.0,10.0,7.0,,25.0,213.0,15.0,27.0,
35011650040001,485,40.3,4487.4,111.9,106,,,8.0,80.0,,,,,,,,,,,,,,,29.0,63.0,,14.0,12.0,,425,,,7.0,,,19.0,131.0,,124.0,,,19.0,,,,13.0,26.0,30.0,44.0,,,14.0,,,137.0,212.0,,320.0,,15.0,30.0,7.0,5.0,45.0,41.0,265.0,36.0,87.0,
35011650040002,388,38.9,3065.3,95.7,49,,8.0,5.0,5.0,,,,,,,,,,,7.0,,,,44.0,,,5.0,9.0,,209,,,9.0,,,5.0,42.0,,48.0,,,7.0,6.0,,,23.0,18.0,9.0,35.0,,,33.0,,,20.0,71.0,,131.0,,16.0,7.0,11.0,,38.0,147.0,415.0,20.0,59.0,
35011650040101,638,44.7,60059.8,157.6,246,,,246.0,,,,,,,,,,,,,,,,,246.0,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650040102,611,41.7,36578.1,102.2,249,,,249.0,,,,,,,,,,,,,,,,,249.0,,,,,34,,,,,,,5.0,,,,,5.0,,,,,6.0,,,,,,,,,6.0,,7.0,,7.0,13.0,,,,,15.0,,,
35011650040201,530,46.5,36813.1,209.1,223,,,223.0,,,,,,,,,,,,,,,,,223.0,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,5.0,
35011650040202,625,48.6,66288.5,316.3,272,,,272.0,,,,,,,,,,,,,,,,,272.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650040203,562,47.4,50460.2,227.3,265,,,265.0,,,,,,,,,,,,,,,,,265.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650040301,507,59.9,37858.6,1891.7,393,,,393.0,,,,,,,,,,,,,,,,,393.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650040302,445,59.2,48281.8,1515.4,349,,,349.0,,,,,,,,,,,,,,,,,349.0,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,100.0,,,
35011650040303,434,60.2,50211.3,4000.0,346,,,346.0,,,,,,,,,,,,,,,,,346.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,
35011650040501,538,47.7,41595.7,273.5,206,,,206.0,,,,,,,,,,,,,,,,,206.0,,,,,39,,,,,,,9.0,,,,,,,,,10.0,,,9.0,,,,,,6.0,9.0,,,,,,,5.0,,12.0,56.0,,10.0,
35011650040502,540,47.9,54806.5,263.6,215,,,215.0,,,,,,,,,,,,,,,,,215.0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650040503,418,47.0,47501.7,242.5,164,,,164.0,,,,,,,,,,,,,,,,,164.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650040504,506,48.0,57385.0,275.0,210,,,210.0,,,,,,,,,,,,,,,,,210.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650040505,451,48.2,44137.5,253.8,177,,,177.0,,,,,,,,,,,,,,,,,177.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,
35011650040506,517,48.9,57032.8,316.7,205,,,205.0,,,,,,,,,,,,,,,,,205.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650050001,320,42.4,675.6,105.5,64,,,7.0,8.0,,,,,32.0,,,,,,,,,,26.0,,28.0,6.0,16.0,,123,,,6.0,,,,31.0,,11.0,,,8.0,,,,11.0,7.0,5.0,37.0,,,15.0,,,18.0,53.0,70.0,31.0,,,18.0,7.0,,,177.0,63.0,33.0,45.0,
35011650050002,413,68.0,10311.5,2590.0,31,,,,20.0,,,,,,,,,,,,,,13.0,14.0,,,,6.0,,61,,,6.0,,,,14.0,,16.0,,,,,,,,,,9.0,,,22.0,,,,21.0,,59.0,,,,,,,,168.0,,12.0,
35011650050003,389,46.1,3249.8,320.0,81,5.0,,11.0,33.0,9.0,,,,,,,5.0,,,,,,16.0,55.0,,,10.0,12.0,,304,,,8.0,,,11.0,113.0,,49.0,,,19.0,5.0,,,18.0,19.0,13.0,41.0,,,24.0,,,58.0,242.0,,132.0,,10.0,26.0,18.0,20.0,,36.0,346.0,25.0,59.0,
35011650050004,420,52.2,217.4,452.0,158,29.0,25.0,31.0,14.0,12.0,,,5.0,,,,8.0,5.0,6.0,,,,,146.0,,,12.0,14.0,,172,,,11.0,,,30.0,63.0,8.0,19.0,,,6.0,,,,,6.0,,13.0,,,53.0,,91.0,103.0,186.0,597.0,39.0,,,6.0,14.0,,,25.0,132.0,10.0,43.0,
35011650050101,456,32.6,64749.2,23.2,134,,,,134.0,,,,,,,,,,,,,,,,134.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,
35011650050102,560,34.3,12638.6,20.6,176,,,,176.0,,,,,,,,,,,,,,,,176.0,,,,,102,,,,,,,26.0,,24.0,,,10.0,,,,10.0,6.0,7.0,7.0,,,8.0,,,6.0,120.0,,78.0,,12.0,24.0,,,,29.0,48.0,18.0,18.0,
35011650050103,572,37.5,48603.8,50.4,180,,,,180.0,,,,,,,,,,,,,,,,180.0,,,,,15,,,,,,,,,,,,,,,,,,,,,,7.0,,,5.0,6.0,,,,,,,,,,15.0,,,
35011650050201,453,37.9,47699.3,53.3,156,,,,156.0,,,,,,,,,,,,,,,,156.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650050202,420,38.7,58607.7,66.2,134,,,,134.0,,,,,,,,,,,,,,,,134.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650050203,397,37.4,66396.5,39.7,122,,,,122.0,,,,,,,,,,,,,,,,122.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
35011650050301,444,43.3,57945.6,161.4,175,,,175.0,,,,,,,,,,,,,,,,,175.0,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,12.0,,,,,,,,,,,
35011650050302,617,42.2,68443.8,95.6,235,,,235.0,,,,,,,,,,,,,,,,,235.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,6.0,,,
35011650050303,327,42.7,60307.5,112.0,138,,,138.0,,,,,,,,,,,,,,,,,138.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650050401,803,48.3,71181.0,326.6,368,,,368.0,,,,,,,,,,,,,,,,,368.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650050501,678,43.3,53765.1,138.9,244,,,,244.0,,,,,,,,,,,,,,,,244.0,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
35011650050601,403,48.6,37755.6,400.0,165,,,165.0,,,,,,,,,,,,,,,,,165.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650050602,372,45.8,30696.4,171.4,134,,,134.0,,,,,,,,,,,,,,,,,134.0,,,,,16,,,,6.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,14.0,,,,,,,,
35011650050603,392,45.4,39412.8,160.4,141,,,141.0,,,,,,,,,,,,,,,,,141.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650050701,570,39.2,85925.3,60.0,223,,,223.0,,,,,,,,,,,,,,,,,223.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650050702,534,39.0,55456.1,53.8,192,,,192.0,,,,,,,,,,,,,,,,,192.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650050703,515,37.5,83566.9,44.0,175,,,175.0,,,,,,,,,,,,,,,,,175.0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650050704,410,39.1,60814.8,67.8,148,,,148.0,,,,,,,,,,,,,,,,,148.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,
35011650050705,559,40.2,75119.5,87.9,191,,,191.0,,,,,,,,,,,,,,,,,191.0,,,,,11,,,,,,,5.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,11.0,,,,
35011650050706,375,40.3,60264.3,102.0,150,,,150.0,,,,,,,,,,,,,,,,,150.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650050707,620,39.9,56580.4,88.0,233,,,233.0,,,,,,,,,,,,,,,,,233.0,,,,,23,,,,,,,8.0,,,,,,,,,,,,,,,,,,,12.0,,,,,27.0,,,,5.0,10.0,,,
35011650050801,397,41.5,36133.4,123.7,149,,,148.0,,,,,,,,,,,,,,,,,148.0,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,
35011650050901,446,40.5,42166.9,83.1,158,,,,158.0,,,,,,,,,,,,,,,,158.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650051001,514,34.4,46586.2,24.3,182,,,,,,,,,182.0,,,,,,,,,,,182.0,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,
35011650051002,397,35.8,42803.3,37.8,145,,,,,,,,,145.0,,,,,,,,,,,145.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,9.0,,,,,,,,
35011650051003,435,36.1,42988.6,38.8,143,,,,,,,,,143.0,,,,,,,,,,,143.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650051101,753,37.7,86747.0,53.0,257,,,,257.0,,,,,,,,,,,,,,,,257.0,,,,,24,,,,,,,,,,,,,,,,,,,6.0,,,,,,7.0,,,,,,5.0,,,,7.0,11.0,,7.0,
35011650051201,639,35.1,45254.6,24.2,219,,,,,,,,,,,,,,,,219.0,,,,219.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650051301,546,35.3,47371.2,33.7,192,,,,,,,,,,,,,,192.0,,,,,,192.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,
35011650051302,591,35.5,47723.1,32.8,200,,,,,,,,,,,,,,200.0,,,,,,200.0,,,,,14,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,5.0,,,,
35011650051303,571,34.5,49280.7,23.3,199,,,,,,,,,,,,,,199.0,,,,,,199.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650051304,579,38.1,41838.8,35.6,216,,,,,,,,,,,,,,216.0,,,,,,216.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650051401,363,32.2,38163.9,15.2,114,,,,,,,,,,,,,,,,114.0,,,,114.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650051402,310,31.6,26041.1,7.8,102,,,,,,,,,,,,,,,,102.0,,,,102.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650051403,411,30.2,70308.1,9.0,133,,,,,,,,,,,,,,,,133.0,,,,133.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011660010001,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011660010101,545,38.4,48038.6,30.6,178,,,,,178.0,,,,,,,,,,,,,,,178.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011660010102,550,39.3,36972.7,47.5,177,,,,,177.0,,,,,,,,,,,,,,,177.0,,,,,15,,,,,,,5.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,
35011660010103,550,38.8,28178.4,55.1,179,,,,,179.0,,,,,,,,,,,,,,,179.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,194.0,,,,12.0,,,,,12.0,,,,,8.0,,,
35011660010104,367,38.2,35559.0,42.4,117,,,,,117.0,,,,,,,,,,,,,,,117.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011660020001,529,37.3,16162.3,58.2,74,,,,24.0,27.0,5.0,,,,,,,,,,,,,70.0,,,,,,93,,,,,,5.0,17.0,,44.0,,,,,,,,,,15.0,,,,,,74.0,31.0,,116.0,,,,,,,,,,22.0,
35011660020002,419,38.5,17307.7,81.8,59,,,,21.0,21.0,,,,,,,,,,,,,,59.0,,,,,,84,,,5.0,5.0,,,24.0,,20.0,,,,,,,5.0,,,11.0,,,10.0,5.0,,7.0,36.0,,40.0,,,,,,,6.0,,,14.0,
35011660020003,425,37.8,1806.9,67.5,56,,,5.0,16.0,16.0,5.0,6.0,5.0,,,,,,,,,,,56.0,,,,19.0,,806,,,,,,16.0,469.0,11.0,99.0,,8.0,21.0,11.0,11.0,,55.0,41.0,14.0,41.0,,,6.0,,,91.0,899.0,22.0,312.0,42.0,43.0,50.0,85.0,132.0,,360.0,367.0,26.0,92.0,
35011660020004,497,37.5,14342.2,100.0,65,,,,30.0,15.0,,5.0,,,,,,,,,,,,65.0,,,,,,80,,,5.0,,,,22.0,,18.0,,,9.0,,,,,,5.0,7.0,,,7.0,,,7.0,31.0,,40.0,8.0,,11.0,,11.0,,11.0,,5.0,8.0,
35011660020005,396,37.9,24278.1,51.2,43,,,,17.0,21.0,,,,,,,,,,,,,,43.0,,,,,,33,,,5.0,,,,9.0,,12.0,,,,,,,,,,,,,11.0,,,,21.0,,24.0,,,,,,,,,,7.0,
35011660020006,380,38.0,19800.9,76.7,49,,,,21.0,25.0,,,,,,,,,,,,,,49.0,,,,,,40,,,,,,,15.0,,5.0,,,,,,,,,,9.0,,,,,,7.0,24.0,,7.0,,,,,5.0,,5.0,,,9.0,
